,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal
154,-1.2772,-0.1761,2.5332,5.1516,7.4084,4.7255,8.8271,-1.1749,3.0593,3.2338,-0.086,5.4392,-0.6054,-0.0802,1.1489,7.401,4.3887,-5.258,3.0991,-1.1182,1.1084,-0.9484,2.9368,-6.3782,0.8444,3.4362,1.0841,0.5056,3.3798,6.8352,-2.0972,1.0681
155,-1.2333,0.4939,3.0174,5.8328,8.1012,4.2924,8.7626,-1.0388,3.8584,3.5141,-0.0267,5.7114,-1.0773,-0.2687,1.3904,7.245,4.4042,-4.5934,3.3523,-1.5489,0.5758,-1.1381,2.8671,-6.4377,0.9301,3.6054,1.1301,0.4266,3.5221,7.2167,-1.9505,1.1731
156,-0.6182,3.958,1.729,1.0791,1.8095,-0.5127,2.1656,0.4474,0.7028,2.0776,-0.4495,1.3623,-1.9219,0.7822,0.8021,1.61,3.3912,-1.2816,-0.4849,1.8556,-1.0795,-1.4421,0.8538,-0.1515,2.2359,0.0507,0.3342,1.1407,0.9047,2.084,2.2792,0.9172
157,-0.4202,3.5935,3.2822,0.1357,2.6218,-0.7641,-0.5833,2.313,1.3692,2.0799,-0.4241,-1.7389,-4.5939,0.1067,1.5109,-0.036,1.4088,0.8858,-0.5952,0.7718,-0.8445,0.4676,0.1124,3.2164,1.9838,-0.2311,1.114,3.3068,-1.1731,0.4789,3.4917,-0.0145
158,-1.3977,8.1614,2.5968,3.2508,6.3213,-5.1763,-7.3765,3.1344,14.5776,2.9689,-0.0286,-1.1784,-2.4213,-0.8563,2.7337,-1.7134,1.0364,9.9863,-1.305,-4.2788,-2.4734,0.7698,1.304,5.5715,1.662,1.3104,0.1032,4.6534,-0.9373,2.3479,1.916,-0.6109
159,-0.7934,9.626,2.8536,3.3235,6.2161,-5.017,-7.4019,3.6112,14.6055,2.7856,0.4148,-0.9103,-1.4587,-0.5484,3.0978,-0.9868,1.5379,10.4726,-0.7766,-4.1559,-2.2019,1.2341,1.7236,5.7648,2.2131,1.831,0.3102,4.8449,-0.2972,2.3655,1.818,-0.2241
160,-0.115,10.8366,3.2036,3.6261,6.2768,-4.3055,-6.4547,3.8932,14.0528,2.6431,0.9026,-0.1659,-0.3567,-0.1919,3.4365,0.3568,2.2979,10.1834,0.1126,-3.8978,-1.7639,1.6093,2.2777,5.2323,2.7828,2.5611,0.6047,4.7946,0.6953,2.733,1.4839,0.3179
161,0.5475,12.0753,3.554,3.9263,6.3464,-3.6473,-5.5806,4.1837,13.5711,2.5087,1.3822,0.5492,0.7086,0.1557,3.7719,1.6449,3.0335,9.9609,0.9692,-3.666,-1.3528,1.9785,2.8215,4.7498,3.3427,3.2728,0.8843,4.7559,1.6495,3.0846,1.172,0.8426
162,1.1899,13.3803,3.8836,4.1845,6.3914,-3.1311,-4.9396,4.5157,13.2322,2.37,1.843,1.1626,1.7313,0.4866,4.1105,2.7921,3.7052,9.9305,1.7407,-3.4776,-0.9899,2.3582,3.3344,4.4245,3.8936,3.9337,1.1409,4.7732,2.52,3.378,0.915,1.3265
163,1.8253,14.7152,4.2107,4.4335,6.4316,-2.647,-4.3465,4.8538,12.9349,2.2328,2.302,1.7558,2.7412,0.8167,4.4443,3.9084,4.3626,9.9429,2.4912,-3.3048,-0.6382,2.7381,3.8449,4.1346,4.4392,4.5841,1.384,4.7968,3.3647,3.6554,0.6706,1.8014
164,2.4727,16.0965,4.5549,4.7017,6.504,-2.187,-3.7905,5.2188,12.6653,2.1035,2.7621,2.3313,3.7592,1.1405,4.7979,5.0394,5.0308,10.0292,3.2497,-3.1487,-0.294,3.1269,4.3559,3.8624,5.003,5.2479,1.6435,4.8451,4.226,3.9661,0.4326,2.2822
165,3.1526,17.6172,4.9738,5.0415,6.6812,-1.7106,-3.2255,5.6565,12.4665,2.0028,3.2509,2.8977,4.8231,1.4646,5.2103,6.2732,5.7727,10.2326,4.073,-3.0242,0.064,3.5583,4.8916,3.6066,5.6307,5.9965,1.9494,4.9419,5.1678,4.3539,0.1868,2.8099
166,3.8822,19.329,5.4721,5.4633,6.9886,-1.2287,-2.6842,6.1941,12.3786,1.9268,3.7724,3.478,5.9564,1.7957,5.7045,7.6251,6.6098,10.5836,4.9743,-2.9317,0.4434,4.0514,5.4713,3.3816,6.3426,6.8521,2.3161,5.1152,6.2147,4.8301,-0.0692,3.384
167,4.4945,20.7601,5.7379,5.6666,6.9555,-0.6961,-2.0078,6.4569,12.1549,1.7523,4.2354,4.2967,6.9955,2.198,5.9598,8.7524,7.2762,10.3427,5.7188,-2.7501,0.8539,4.4193,6.0853,3.016,6.8223,7.5262,2.442,5.0606,7.0042,5.0097,-0.3685,3.8279
168,-0.8888,3.6448,-0.4469,-1.3032,-1.7379,0.9478,1.1977,0.6057,-2.0882,-1.7074,1.6411,-0.0548,1.5336,-0.4631,-0.7483,2.4299,1.4394,-1.5474,-0.7804,-2.1132,-0.701,-0.7368,-1.4606,0.5141,0.7192,0.1587,-1.378,-2.3657,-0.1007,-1.3885,-1.724,-0.42
169,3.3853,15.0844,1.5679,1.603,0.0178,-0.3517,0.0907,1.5848,6.8324,-0.226,3.3621,7.0707,5.8602,3.1271,1.9808,4.8785,3.7748,1.4178,3.12,-0.7861,0.7855,1.8964,5.9432,0.231,3.1328,3.4447,-1.0491,0.8506,2.952,0.6609,-0.7031,1.8455
170,1.0503,6.6876,-0.9637,-0.8897,-2.1695,-0.4744,-0.1748,0.7354,0.1886,-0.4312,1.0508,2.8996,2.9043,1.4555,-0.3495,1.5066,2.1343,-1.0963,1.2171,-0.0386,0.5992,0.3192,0.1773,0.1197,-0.3933,-1.0487,-1.3244,-0.8485,0.2054,-0.801,0.7326,1.4972
171,0.1988,2.7805,0.1039,-0.5034,-3.4933,-2.0978,-1.9824,-0.9163,-1.1708,-1.208,0.9473,0.1829,0.1634,0.0851,0.608,-1.2175,-0.9802,2.0291,-0.7193,-1.0943,-1.4209,-1.3724,-1.6103,0.6984,-0.344,-3.1321,-1.5395,-1.2324,-0.8408,0.1297,0.7297,1.4013
172,0.7034,-4.1162,-0.1315,-1.5991,-7.9856,-6.1185,-3.5056,-2.9937,-0.9558,-2.0368,0.4756,-1.7528,-2.2599,-1.0492,-0.4143,-4.7758,-5.9462,1.8695,-3.3817,-2.9907,-2.9001,-2.8358,-2.2642,0.394,-0.2429,-4.3141,-4.0328,-4.0381,-4.8237,-1.3882,-1.2221,-0.0369
173,1.3392,-10.166,-0.1321,-2.5219,-8.1645,-6.8125,-1.981,-2.1204,-0.2516,-2.4549,-0.1385,-2.0484,-2.8519,-1.5167,0.1674,-5.2281,-8.4853,0.3318,-2.9045,-4.0987,-3.6279,-3.1159,-1.8096,-1.0856,0.3035,-3.1844,-3.9391,-4.9857,-5.7066,-1.7314,-3.0941,-2.1404
174,-2.6819,-11.0003,-1.9467,-4.8931,-6.9539,-11.6747,-2.8114,-4.7403,-10.1939,-4.1503,-3.792,-3.1846,-3.4806,-0.4213,-4.5651,-6.3873,-9.3134,-1.4027,-8.5411,-1.041,-4.3112,-6.4746,-5.1969,-6.4163,-6.0295,-5.2279,-5.337,-10.3324,-8.3229,0.1463,-2.957,-0.6917
175,-3.4968,-10.324,-2.1777,-2.3268,-1.4776,-2.0212,1.5724,3.0468,-3.332,-0.3906,-2.9219,0.1751,0.4959,0.2101,-2.2607,0.7088,-2.649,-1.1767,-1.8078,-3.0982,0.2643,-1.931,-1.462,-4.5906,-5.7223,1.3293,0.1459,-2.2087,0.3385,2.4314,-1.6895,-1.2882
176,-2.982,-5.2948,-0.897,-2.5815,1.6852,3.6462,3.7573,0.7079,-9.2701,0.3717,-3.3546,-2.3335,-1.3233,1.2064,-3.6492,1.9442,-2.3925,-3.3346,-1.1565,-0.7496,2.8072,-0.6079,-1.7188,-7.4578,-6.8947,0.8737,-2.3671,-6.0963,-1.554,2.4557,-2.2349,-1.5663
177,0.4816,-0.2799,-0.531,-1.809,4.5082,9.2581,3.9263,2.5539,-2.1206,2.7885,-0.2993,-3.1063,-0.1863,0.681,-1.6792,1.6748,0.2502,-0.5309,3.7087,-2.1485,4.2154,2.2309,0.6091,-4.1348,-3.4448,2.9149,-1.4128,-1.7879,0.928,2.414,-2.3674,-2.3495
178,3.5369,-1.1543,-1.7036,-1.9137,1.4475,6.0409,1.1716,-1.264,-4.4747,-0.0704,-0.4943,-1.0769,-1.9136,-2.2345,-1.1862,-0.973,-1.3029,-0.9798,2.176,-3.2821,2.717,1.0872,1.3942,-3.1408,-4.4377,1.1675,0.7842,-1.9675,0.7381,1.1307,-1.6886,-2.3396
179,4.144,2.9174,0.0347,-1.7282,4.437,11.4516,2.2207,3.2796,3.2539,4.5361,1.8471,-4.3523,0.3855,0.3023,-0.1218,-0.1083,1.866,1.2144,6.7605,-2.1453,5.1308,4.2279,2.3002,-0.6425,-1.0175,3.3114,-1.6458,1.8679,1.5654,0.6389,-1.1994,-2.9673
180,3.8071,0.673,0.2842,-2.4084,1.6423,8.5873,0.8391,2.2565,0.5289,3.9683,0.5428,-4.7967,-0.2205,0.6627,-0.824,-0.982,0.973,-0.5333,4.8328,-0.5107,5.1058,3.484,1.5929,-0.9646,-2.6965,1.7784,-2.8302,1.0185,-0.2124,-1.0986,0.2825,-2.7816
181,3.3497,-1.7889,0.5909,-3.1371,-1.3389,5.4244,-0.5398,1.1269,-2.5856,3.3226,-0.9571,-5.2357,-0.9125,1.0944,-1.6491,-1.8523,-0.002,-2.4953,2.6868,1.2694,5.0254,2.6297,0.7749,-1.4285,-4.6007,0.1593,-4.1456,-0.0699,-2.1591,-2.9164,1.8912,-2.5377
182,3.2039,-2.9681,0.9614,-3.5272,-3.8898,1.8207,-1.8722,0.1154,-5.0652,2.5394,-2.1839,-5.1649,-1.381,1.5564,-2.198,-2.7127,-0.6177,-3.7246,0.7666,3.1286,4.3953,1.6276,0.1824,-1.6444,-5.952,-1.2375,-5.2309,-1.3143,-3.8135,-4.1768,3.3678,-2.1109
183,1.2467,-7.6541,1.6134,-0.2485,-2.5606,-1.7227,2.0456,-1.3036,-2.6113,-0.2173,-1.5165,0.758,-2.5855,-0.7089,-1.0421,-3.7011,-3.3066,-4.5372,0.8405,-1.6314,1.0481,-2.0283,-0.0084,-3.7455,-3.3974,-1.6378,-4.0544,-5.1854,-0.0974,-1.0129,0.5553,0.7806
184,1.3687,-2.5678,0.9094,1.1836,-2.1654,-3.409,1.9205,0.1115,-1.3753,-1.0026,-0.4804,1.4505,-0.6656,-0.5059,0.3205,-2.1298,-2.0139,-2.1239,1.0629,0.5715,-1.3491,-2.7568,0.7048,-2.0539,-0.7066,-1.322,-2.1965,-5.1981,-0.003,0.8994,-0.2464,-0.4719
185,1.4603,2.0963,-0.1101,2.2895,-0.739,-2.618,0.6376,1.3723,0.2179,-0.1684,0.2962,1.5836,1.7701,0.2961,1.0626,0.4308,-0.5637,0.2486,0.9859,1.8372,-0.144,-1.7453,1.6199,-1.2555,0.1177,-0.3514,-0.8957,-2.3404,1.3307,2.9777,-0.7203,-0.496
186,1.0006,3.4112,-0.845,3.3216,1.0513,-0.6464,0.7803,1.7492,0.3415,0.1722,-0.5022,1.0148,2.1294,-0.1713,-0.1504,1.6727,-0.2523,0.5312,1.0355,0.6223,0.5746,-0.6252,1.1643,-1.2563,0.0266,0.315,-1.0169,-0.5552,2.888,4.6631,-0.6938,-0.2049
187,-0.8372,-0.6129,-0.8444,4.2312,1.9277,1.455,1.4786,1.8156,0.4906,-1.1395,-1.2717,-0.1195,1.2366,-1.739,-0.8288,1.0035,-0.8859,-0.3016,1.3301,0.3365,0.1809,-1.0984,0.2,-1.0733,-0.3923,-0.2503,-0.0729,-0.8985,2.0716,3.3644,-0.5054,-0.7979
188,-2.1334,-3.8795,-1.6812,1.9185,0.2278,0.756,0.3896,0.647,1.3299,-2.0151,-1.1197,-1.7911,0.6579,-2.2551,-0.6619,-1.1193,-0.7324,0.211,0.6659,0.8635,0.1496,-2.299,-0.6418,-0.1081,-0.6561,-1.214,0.5764,-1.2407,-1.7408,-1.4827,-0.0379,-1.9373
189,-0.9968,-1.5353,-1.104,0.2541,0.4348,-1.2504,-2.2736,0.7474,3.1843,-1.1137,-0.7495,-1.2803,2.0029,0.808,0.3162,-0.0031,2.4466,1.3527,1.1143,2.6105,1.2714,-1.8799,0.7122,0.8518,-0.2103,-0.7159,0.7003,1.2535,-2.9977,-3.1744,1.082,-2.0693
190,0.2981,1.237,-0.3054,-0.1902,1.5038,-0.5663,-2.6162,0.8215,2.967,0.4613,-0.2079,-0.068,1.8283,2.314,1.321,0.5265,2.9358,0.677,2.0357,2.9906,1.7069,0.3775,0.8618,1.2364,1.0992,7.00E-04,1.2143,2.9764,-1.143,-2.1007,1.4576,-0.106
191,0.3561,2.0922,0.6393,0.8184,1.2854,1.3355,-1.2667,-0.1131,1.9056,1.34,-0.022,0.2959,0.33,1.2969,2.196,0.4428,2.0583,-0.2371,0.745,2.0257,1.8094,2.2914,-0.3499,1.8567,1.9996,0.1702,1.9495,2.5747,0.0935,-0.9353,1.1067,1.3823
192,0.0997,1.0575,0.0273,-0.0129,-0.502,-0.2767,-0.5895,-1.5414,1.7896,0.8179,0.3317,0.0346,0.823,0.3199,1.2245,-0.4943,1.1595,0.0295,-0.7894,0.9796,0.4986,2.2022,-0.7588,1.7472,1.5933,0.1515,1.5265,1.8922,0.166,-0.9838,0.5997,1.9954
193,1.3139,3.5975,4.8307,3.6448,6.2744,5.8097,5.2883,3.552,9.4598,3.3214,4.5273,1.1835,3.4331,1.693,6.138,5.9104,7.7684,0.3615,5.26,0.7779,2.895,5.3861,1.8933,3.6129,5.9041,5.9398,6.0014,7.5437,7.7007,2.4224,0.5231,5.3717
194,1.3757,3.2307,4.7949,3.4637,5.9715,5.9459,5.7984,3.5021,8.9799,3.0385,4.5921,1.2455,3.3114,1.6579,5.9652,6.0379,7.3051,-0.1701,5.4416,0.7901,2.6683,5.1618,2.2267,3.2465,5.8702,5.8972,5.9001,7.1588,7.7191,2.3185,0.3425,5.1798
195,1.2004,2.9466,4.3793,3.1755,5.5848,5.5166,5.3505,3.2134,8.346,2.8221,4.1879,1.1962,3.0536,1.5397,5.4937,5.6317,6.741,-0.1998,5.0315,0.708,2.4666,4.7442,2.0997,2.9553,5.4174,5.4419,5.4182,6.6265,7.0715,2.1227,0.289,4.7181
196,1.0761,2.8617,4.0895,3.0227,5.3266,5.1119,4.832,3.0127,7.9085,2.693,3.8298,1.1377,2.8561,1.4625,5.1251,5.2896,6.3706,-0.0792,4.6116,0.6717,2.3286,4.428,1.9806,2.7788,5.0512,5.0768,5.0206,6.2495,6.549,2.039,0.2787,4.3419
197,1.0112,2.8235,3.8989,2.9032,5.1129,4.8564,4.5297,2.8733,7.5503,2.5829,3.5924,1.09,2.6937,1.3984,4.8466,5.0539,6.0508,-0.0333,4.3366,0.6357,2.1928,4.1916,1.9357,2.616,4.8017,4.8238,4.7078,5.9187,6.1979,1.993,0.2431,4.0626
198,0.9631,2.7898,3.7414,2.8072,4.9193,4.6232,4.2593,2.7572,7.2243,2.4774,3.3821,1.0491,2.5505,1.3471,4.5964,4.8563,5.7669,0.0061,4.088,0.6163,2.0711,3.9752,1.9143,2.4645,4.5776,4.6011,4.4337,5.6263,5.8935,1.9626,0.2125,3.8074
199,0.9152,2.739,3.5778,2.6941,4.7166,4.4105,4.0324,2.6356,6.8904,2.3681,3.186,1.0074,2.4056,1.2896,4.3485,4.6591,5.4683,0.0189,3.8657,0.584,1.9442,3.7624,1.8913,2.3055,4.3598,4.384,4.1612,5.3218,5.5968,1.9193,0.1742,3.5628
200,0.8656,2.6869,3.4154,2.589,4.5213,4.1841,3.7818,2.5168,6.5677,2.2628,2.9848,0.9662,2.2671,1.2367,4.1043,4.4622,5.1873,0.0477,3.6336,0.5586,1.8286,3.5519,1.8619,2.1557,4.1368,4.1661,3.8979,5.0368,5.2974,1.8789,0.1458,3.3206
201,0.4988,-0.4887,-0.4854,1.5008,0.5233,-1.7581,-0.889,-0.3049,1.9448,0.0078,0.9067,-0.5039,-0.6399,0.1491,0.5513,-0.1065,-1.6859,1.0376,0.0256,-2.3394,-1.6717,0.8505,-0.0978,-0.4844,0.9612,0.6704,-1.4989,-2.0521,2.2756,2.7971,-2.8941,0.5263
202,0.4104,-0.7863,-0.6411,1.4147,0.3019,-1.9592,-0.9242,-0.4874,1.7875,-0.0802,0.9136,-0.5682,-0.8128,0.0987,0.4698,-0.3141,-1.9579,0.9646,-0.1289,-2.5495,-1.8643,0.7828,-0.277,-0.5196,0.8962,0.5223,-1.6886,-2.3737,2.2687,2.8207,-3.0767,0.5164
203,0.3265,-1.0885,-0.7663,1.3114,0.0678,-2.227,-0.9546,-0.6847,1.5759,-0.1641,0.9354,-0.6735,-1.0294,0.0806,0.4078,-0.5192,-2.2752,0.9174,-0.3005,-2.807,-2.0924,0.704,-0.5092,-0.5739,0.8355,0.3349,-1.9389,-2.7907,2.2589,2.882,-3.2804,0.5502
204,0.2501,-1.5488,-0.9216,1.2381,-0.1722,-2.514,-1.0068,-0.8894,1.3462,-0.3038,0.9446,-0.7433,-1.2841,0.0057,0.3612,-0.7547,-2.6948,0.8943,-0.5006,-3.1582,-2.3415,0.623,-0.7516,-0.6518,0.7608,0.1679,-2.1342,-3.1869,2.3007,2.9914,-3.5552,0.5987
205,0.1122,-2.3819,-1.3526,1.2206,-0.5213,-2.5583,-0.9811,-1.1021,1.3965,-0.5991,0.8958,-0.6387,-1.4164,-0.3627,0.1803,-1.1925,-3.1817,0.7369,-0.6373,-3.4818,-2.6497,0.5216,-0.7813,-0.746,0.6688,0.2131,-2.026,-3.2097,2.3894,2.9738,-3.9169,0.4629
206,-0.4064,-2.1648,-3.4248,-1.4929,-3.155,-3.9759,-2.1372,-0.7434,0.2811,-0.7793,-0.045,-0.912,-0.0949,-0.5787,-1.2944,-3.4943,-1.6671,0.8733,-2.476,-1.0079,-2.7118,0.1273,-1.3782,0.7366,-0.4154,-0.2417,-1.4996,-1.2355,0.0891,0.0559,-1.9239,-0.2744
207,0.2565,-0.6921,-2.9401,0.7865,-0.9724,-2.724,-2.6785,-0.3932,1.604,-0.8849,-0.6686,-0.064,1.9469,-1.4281,-1.6583,-2.1064,1.082,0.4784,-0.8788,0.9229,-1.5713,0.5353,0.4349,0.1263,0.148,1.6436,0.8969,1.5633,1.7297,1.0603,-1.0532,-1.0147
208,0.1252,2.8797,-1.7532,2.1806,1.9753,0.2738,-1.7034,-0.1536,1.629,0.4215,-0.3125,1.1671,2.2931,-0.9819,-1.0714,0.9876,3.9282,-1.4551,0.7857,2.6855,0.659,1.3878,1.1874,0.6119,1.391,1.8532,1.5163,1.4853,2.3579,0.547,0.5936,-1.6407
209,-0.4055,5.2816,-0.6159,1.5221,4.1878,2.409,-0.9051,-0.0597,2.5374,1.4617,0.4612,2.1812,2.2635,0.1109,0.3672,3.0289,5.9645,-1.6747,1.4045,3.1802,3.6271,1.6179,1.2295,2.1442,1.8839,0.9233,1.3019,1.2935,0.9848,-0.267,1.6411,-1.0279
210,-0.24,3.7394,-0.243,-0.554,3.3117,3.8863,1.0828,-0.6981,3.5144,0.4497,1.221,1.07,2.1986,0.6584,1.7202,2.8627,4.2074,-0.3866,1.752,2.6691,3.4446,1.389,1.6507,1.9311,1.2026,1.3297,1.6323,1.6938,-1.1605,-0.5959,1.4459,-0.9108
211,-0.2508,1.6861,0.4887,-1.6437,2.0501,3.9133,1.6158,-0.5009,1.4489,-1.3746,1.5574,0.4344,1.7577,1.0478,1.7604,0.9583,1.0415,1.461,1.5713,1.8305,1.5139,0.5678,0.6861,0.6046,-0.0808,1.4107,1.7961,1.9615,-1.1284,-0.1206,1.0228,-1.3988
212,0.0399,1.6411,0.6682,-0.2907,2.2518,2.0631,0.1046,0.1206,-0.4468,-1.4996,1.2249,1.3078,0.6717,1.2118,0.1383,-0.1733,1.222,1.6245,0.3053,0.5663,0.522,-1.3005,-1.0963,-0.8488,-2.0689,0.8617,0.624,0.5238,-0.9891,1.4728,0.0653,-1.5674
213,0.352,2.2438,0.6422,2.0005,4.699,2.5245,0.2067,-0.0031,-0.4118,-0.9173,0.029,2.6182,-0.5575,1.1955,-0.5442,0.3187,2.4932,0.746,0.1375,0.4125,1.195,-1.9891,-1.1278,-1.7268,-3.9878,1.3464,-0.0791,-0.0243,-0.6745,2.4016,-0.7483,-1.9644
214,-1.0566,-0.9285,0.0306,1.298,3.7048,3.6125,1.5529,-1.0679,-1.4233,-0.783,-1.9139,1.2875,-0.9232,0.2252,-0.5872,-0.4522,-0.3546,-1.4506,-0.0217,0.3742,-0.1866,-1.9068,-1.7522,-3.0946,-3.0325,0.9381,-0.1746,-0.6819,-0.9493,1.3441,-1.1491,-1.4636
215,-1.1218,-4.1394,-1.6742,-1.0434,1.0797,3.2184,0.2018,-0.6138,-2.4411,-0.309,-1.772,-2.3936,0.3217,-0.2676,-1.0725,-1.4948,-3.4142,-1.7672,-0.3558,-0.5689,-1.8688,-0.3694,-2.9026,-2.4921,-1.1616,0.3828,-0.274,-0.623,-1.8972,-0.7974,-0.1754,-0.5731
216,-0.8663,-5.5784,-2.9195,-4.1528,-0.1222,1.6557,-0.1387,-0.1419,-3.0954,-0.129,0.5832,-3.7324,1.767,-0.2419,-1.7117,-2.2213,-2.4508,0.0269,0.1524,-0.7369,-1.9649,0.0929,-2.775,-0.9342,-1.3938,-0.418,-0.4035,1.5993,-2.5378,-2.6351,0.704,0.3063
217,0.3628,-2.2628,-1.8435,-5.9271,-1.8159,-0.2947,0.7554,-1.245,-4.5856,-1.2042,0.8184,-1.9968,1.0313,-1.4023,-2.6122,-1.8447,0.0833,0.5055,-0.6947,-1.2725,-3.257,-2.459,-1.8145,-1.1308,-1.7208,-1.5685,-0.8199,1.697,-2.5463,-1.9048,0.4006,1.0304
218,2.4509,1.639,0.294,-3.4102,-1.8112,-1.2959,0.416,-1.5812,-5.004,-1.5654,0.159,0.1699,-0.7936,-2.0304,-2.4335,-1.2106,1.2896,0.2848,-0.9157,-2.2122,-3.7938,-3.4169,-0.0877,-1.3835,-1.9019,-2.4601,-2.7594,-1.3299,-1.7788,-0.8652,0.3979,0.3805
219,3.2244,2.7924,2.5969,0.9535,0.6647,0.025,1.1976,-0.9827,-3.1011,-1.2049,-0.4121,1.4355,-1.1528,-0.3349,-1.0653,0.6649,2.942,0.8273,0.6351,-2.0228,-1.0036,-2.1653,1.9461,-0.8201,-2.577,-2.0205,-1.3905,-0.8808,-1.1049,0.4584,0.9596,1.2697
220,2.3882,2.4361,3.308,2.1073,1.7413,1.1739,0.9285,0.1146,-1.0593,0.1999,-1.6447,0.9615,0.5042,1.1324,-0.4232,1.9597,3.0802,0.8972,1.0119,-0.1848,1.1111,0.1504,1.7664,-0.4344,-0.2593,0.0274,2.083,2.4258,-0.9378,1.4266,1.3501,0.9671
221,1.6826,1.8096,4.777,2.5126,2.0115,1.2721,-1.0479,0.8266,0.8229,2.2542,-2.4305,-0.2607,2.3076,1.3381,-0.9678,2.0483,2.3487,1.0553,0.1114,2.0191,1.1772,1.8493,-0.0162,-0.5111,3.8244,1.9593,2.7394,3.5505,-0.2589,2.1033,1.2364,0.6104
222,1.3683,0.6663,4.5969,1.7298,1.4492,-0.8094,-1.113,0.4792,2.4913,2.0007,-2.0884,0.3896,1.1865,0.1497,-1.1862,1.3087,0.601,1.2062,-0.6125,1.5139,1.5346,0.2079,0.3442,-1.1241,4.5372,1.9134,1.7037,2.7762,0.5386,1.7942,0.9748,0.5572
223,-0.1241,-1.1356,1.6261,-1.5381,-0.7012,-1.3333,-0.3371,-0.3037,3.3931,-0.0907,-1.9509,0.4541,-0.6715,-1.3695,1.1575,-0.1182,-2.8125,0.5184,0.8377,0.2129,2.4727,-1.1165,2.2042,0.833,2.2202,1.0621,1.5477,2.5907,1.7848,-0.6276,1.6948,-0.2614
224,-0.785,-5.0321,-4.1054,-3.106,-0.2046,1.9543,-0.0418,-2.5205,3.8735,1.1416,-0.842,1.6952,-1.376,-3.2558,-0.5265,1.0861,-2.4359,-0.2182,2.1705,-4.2486,2.4267,-0.0476,2.3061,-1.1215,0.7438,2.8699,2.0201,8.7103,1.999,2.1147,0.8605,-1.4784
225,-0.7683,-5.3012,-5.474,-3.3563,-2.0766,2.9322,0.2085,-4.4059,2.8226,-0.307,-0.6126,1.3765,-0.9845,-3.2669,-1.5796,0.4215,-2.9148,0.6204,1.5206,-5.1843,1.4461,-0.0783,2.6432,-0.5507,-0.6734,2.7802,1.6178,7.8938,0.9874,1.2922,0.1805,-1.0945
226,1.0684,3.4672,1.5072,1.3961,0.8894,4.2535,1.4087,-0.5898,2.5611,0.7346,0.1707,0.6698,1.7904,-0.0787,1.655,3.964,2.5416,3.7397,2.4707,-0.1591,1.752,3.1671,5.0561,1.2193,2.0971,3.5219,3.1772,5.7184,3.0073,2.2031,1.9436,0.9465
227,1.459,3.1764,1.4262,1.5912,-0.5546,0.1073,-1.4645,-0.0468,1.143,1.5226,0.3272,0.9873,2.0936,0.679,1.0898,1.936,2.3842,4.322,0.8673,0.5854,1.6617,3.6029,2.554,-0.3326,1.0061,1.8378,0.6227,3.8912,1.1649,1.1224,1.7594,1.2124
228,1.91,1.9673,0.9116,1.9065,-1.0356,-0.9745,-2.641,0.3786,1.4174,1.3652,0.5183,1.5774,1.6866,0.8703,1.3885,0.2381,0.742,3.7639,0.4405,1.2761,1.7812,2.8109,1.4885,-0.0583,0.2707,1.1243,-0.2641,2.4638,0.8113,0.3754,2.0527,1.9794
229,1.5227,-1.1002,1.6009,1.7073,-2.1407,-0.738,-1.5592,-0.6156,1.0266,0.2356,-0.2898,0.3573,0.6796,0.7733,0.7627,-1.1804,-2.2897,1.5148,0.2047,1.5927,0.0386,0.6311,2.042,-0.0074,0.2792,0.9921,0.4566,1.626,0.5419,0.3702,1.4275,1.5805
230,1.3159,-3.0143,2.6982,1.3323,-1.488,-0.1496,-0.1187,-1.1039,0.2998,-0.9055,-0.7134,-2.1218,0.348,0.6639,0.5392,-1.8734,-4.3493,0.8288,0.8975,1.7224,-0.4472,-0.562,2.4038,-0.6768,1,0.1005,0.5284,-0.1437,0.3824,-0.1828,0.0796,0.3942
231,1.6458,-0.1472,2.8739,1.135,1.402,1.4391,1.2957,0.032,0.8059,-1.5361,-0.4215,-1.0871,0.5376,0.3565,0.9129,-0.6189,-1.6366,1.09,2.8051,0.914,1.9541,-0.8799,3.2063,-1.7985,1.7604,0.9843,1.6615,1.2281,2.1678,1.7722,-0.3493,1.1429
232,0.3953,2.3476,2.0687,-0.2484,1.0931,0.0992,1.1392,1.2724,0.6897,-1.5936,-0.717,0.6027,-0.2717,-0.7074,0.5071,-0.1547,1.3022,0.1285,2.3095,-0.9053,1.8454,-0.7072,2.3184,-1.3353,1.296,0.7612,1.7303,1.6765,2.1866,2.0526,-0.228,2.4374
